run_id,canonical_name,tag_original,n_files,total_mb,files,segmenter,segmenter_model,embedder,neighbor_window,vector_search_limit,expand_context,max_num_segments,bm25_fusion,reranker,answer_path,judge_model,judge_variant,answerer_model,group,repetition,INVALID,undecoded_tokens
R1021,R1021__tslimv2__5nano-l__v28e0l10__bm50__rerankoff__tsshort,tslimv2-5n-l-v28-e0-rnullbmfa50-l10-tsshort,3,5.26,eval-tslimv2-5n-l-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv2-5n-l-v28-e0-rnullbmfa50-l10-tsshort-seg.txt | search-tslimv2-5n-l-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv2,gpt-5-nano,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1022,R1022__tslimv2__5nano-m,tslimv2-5n-m,4,78.56,locomo-tslimv2-5n-m.sqlite | locomo-tslimv2-5n-m.vec.sqlite | log-ingest-tslimv2-5n-m.txt | log-search-tslimv2-5n-m.txt,tslimv2,gpt-5-nano,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1023,R1023__tslimv2__5nano-m__v28e0l10__bm50__rerankoff__tsshort,tslimv2-5n-m-v28-e0-rnullbmfa50-l10-tsshort,3,5.25,eval-tslimv2-5n-m-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv2-5n-m-v28-e0-rnullbmfa50-l10-tsshort-seg.txt | search-tslimv2-5n-m-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv2,gpt-5-nano,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1024,R1024__tslimv3__54nano-l,tslimv3-54n-l,3,71.67,locomo-tslimv3-54n-l.sqlite | locomo-tslimv3-54n-l.vec.sqlite | log-ingest-tslimv3-54n-l.txt,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1025,R1025__tslimv3__54nano-l__nb0,tslimv3-54n-l-nb0,3,69.95,locomo-tslimv3-54n-l-nb0.sqlite | locomo-tslimv3-54n-l-nb0.vec.sqlite | log-ingest-tslimv3-54n-l-nb0.txt,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),0,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1026,R1026__tslimv3__54nano-l__nb0__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort,3,5.46,eval-tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort-seg-gpt5-mb-c14.json | eval-tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),0,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1027,R1027__tslimv3__54nano-l__nb0__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-tslimv3-54n-l-nb0-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),0,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,c14.json
R1028,R1028__tslimv3__54nano-l__nb12,tslimv3-54n-l-nb12b,5,75.68,locomo-tslimv3-54n-l-nb12b.sqlite | locomo-tslimv3-54n-l-nb12b.vec.sqlite | log-eval-tslimv3-54n-l-nb12b.out | log-ingest-tslimv3-54n-l-nb12b.out | log-search-tslimv3-54n-l-nb12b.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),12,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1029,R1029__tslimv3__54nano-l__nb12__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb12b-v28-e0-rnullbmfa50-l10-tsshort,2,4.36,eval-tslimv3-54n-l-nb12b-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb12b-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),12,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1030,R1030__tslimv3__54nano-l__nb16,tslimv3-54n-l-nb16b,5,75.82,locomo-tslimv3-54n-l-nb16b.sqlite | locomo-tslimv3-54n-l-nb16b.vec.sqlite | log-eval-tslimv3-54n-l-nb16b.out | log-ingest-tslimv3-54n-l-nb16b.out | log-search-tslimv3-54n-l-nb16b.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),16,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1031,R1031__tslimv3__54nano-l__nb16__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb16b-v28-e0-rnullbmfa50-l10-tsshort,2,4.35,eval-tslimv3-54n-l-nb16b-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb16b-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),16,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1032,R1032__tslimv3__54nano-l__nb1,tslimv3-54n-l-nb1b,5,75.34,locomo-tslimv3-54n-l-nb1b.sqlite | locomo-tslimv3-54n-l-nb1b.vec.sqlite | log-eval-tslimv3-54n-l-nb1b.out | log-ingest-tslimv3-54n-l-nb1b.out | log-search-tslimv3-54n-l-nb1b.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),1,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1033,R1033__tslimv3__54nano-l__nb1__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb1b-v28-e0-rnullbmfa50-l10-tsshort,2,4.57,eval-tslimv3-54n-l-nb1b-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb1b-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),1,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1034,R1034__tslimv3__54nano-l__nb2,tslimv3-54n-l-nb2b,5,75.7,locomo-tslimv3-54n-l-nb2b.sqlite | locomo-tslimv3-54n-l-nb2b.vec.sqlite | log-eval-tslimv3-54n-l-nb2b.out | log-ingest-tslimv3-54n-l-nb2b.out | log-search-tslimv3-54n-l-nb2b.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),2,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1035,R1035__tslimv3__54nano-l__nb2__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb2b-v28-e0-rnullbmfa50-l10-tsshort,2,4.49,eval-tslimv3-54n-l-nb2b-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb2b-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),2,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1036,R1036__tslimv3__54nano-l__nb4,tslimv3-54n-l-nb4b,5,75.47,locomo-tslimv3-54n-l-nb4b.sqlite | locomo-tslimv3-54n-l-nb4b.vec.sqlite | log-eval-tslimv3-54n-l-nb4b.out | log-ingest-tslimv3-54n-l-nb4b.out | log-search-tslimv3-54n-l-nb4b.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),4,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1037,R1037__tslimv3__54nano-l__nb4__v28e0l10__bm50__rerankoff__tsshort,tslimv3-54n-l-nb4b-v28-e0-rnullbmfa50-l10-tsshort,2,4.44,eval-tslimv3-54n-l-nb4b-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-tslimv3-54n-l-nb4b-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),4,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R1038,R1038__tslimv3__54nano-l__embgemma__nb8__rep1,tslimv3-54n-l-nb8-gemma-rep1,3,41.75,locomo-tslimv3-54n-l-nb8-gemma-rep1.sqlite | locomo-tslimv3-54n-l-nb8-gemma-rep1.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-gemma-rep1.out,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1039,R1039__tslimv3__54nano-l__embgemma__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l10-tsshort,4,8.25,eval-tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1040,R1040__tslimv3__54nano-l__embgemma__nb8__v28e0l11__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l11-tsshort,1,0.0,log-search-tslimv3-54n-l-nb8-gemma-rep1-v28-e0-rnullbmfa50-l11-tsshort-seg.out,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1041,R1041__tslimv3__54nano-l__embgemma__nb8__rep2,tslimv3-54n-l-nb8-gemma-rep2,3,41.7,locomo-tslimv3-54n-l-nb8-gemma-rep2.sqlite | locomo-tslimv3-54n-l-nb8-gemma-rep2.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-gemma-rep2.out,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1042,R1042__tslimv3__54nano-l__embgemma__nb8__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l10-tsshort,4,8.3,eval-tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1043,R1043__tslimv3__54nano-l__embgemma__nb8__v28e0l11__bm50__rerankoff__tsshort__rep2,tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l11-tsshort,1,0.0,log-search-tslimv3-54n-l-nb8-gemma-rep2-v28-e0-rnullbmfa50-l11-tsshort-seg.out,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1044,R1044__tslimv3__54nano-l__embgemma__nb8__rep3,tslimv3-54n-l-nb8-gemma-rep3,3,41.63,locomo-tslimv3-54n-l-nb8-gemma-rep3.sqlite | locomo-tslimv3-54n-l-nb8-gemma-rep3.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-gemma-rep3.out,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1045,R1045__tslimv3__54nano-l__embgemma__nb8__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l10-tsshort,4,8.27,eval-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1046,R1046__tslimv3__54nano-l__embgemma__nb8__v28e0l11__bm50__rerankoff__tsshort__rep3,tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l11-tsshort,4,8.76,eval-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemma-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1047,R1047__tslimv3__54nano-l__embgemma__qaprompt__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-gemmaqa-rep1-v28-e0-rnullbmfa50-l10-tsshort,4,8.31,eval-tslimv3-54n-l-nb8-gemmaqa-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemmaqa-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemmaqa-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemmaqa-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1048,R1048__tslimv3__54nano-l__embgemma__qaprompt__nb8__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv3-54n-l-nb8-gemmaqa-rep2-v28-e0-rnullbmfa50-l10-tsshort,4,8.36,eval-tslimv3-54n-l-nb8-gemmaqa-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemmaqa-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemmaqa-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemmaqa-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1049,R1049__tslimv3__54nano-l__embgemma__qaprompt__nb8__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv3-54n-l-nb8-gemmaqa-rep3-v28-e0-rnullbmfa50-l10-tsshort,4,8.35,eval-tslimv3-54n-l-nb8-gemmaqa-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-gemmaqa-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-gemmaqa-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-gemmaqa-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,google/embeddinggemma-300m (768d),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1050,R1050__tslimv3__54nano-l__embminilm__nb8__rep1,tslimv3-54n-l-nb8-minilm-rep1,3,26.7,locomo-tslimv3-54n-l-nb8-minilm-rep1.sqlite | locomo-tslimv3-54n-l-nb8-minilm-rep1.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-minilm-rep1.out,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1051,R1051__tslimv3__54nano-l__embminilm__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l10-tsshort,4,8.39,eval-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1052,R1052__tslimv3__54nano-l__embminilm__nb8__v28e0l11__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l11-tsshort,4,8.9,eval-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep1-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1053,R1053__tslimv3__54nano-l__embminilm__nb8__rep2,tslimv3-54n-l-nb8-minilm-rep2,3,26.64,locomo-tslimv3-54n-l-nb8-minilm-rep2.sqlite | locomo-tslimv3-54n-l-nb8-minilm-rep2.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-minilm-rep2.out,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1054,R1054__tslimv3__54nano-l__embminilm__nb8__v28e0l10__bm50__rerankoff__tsshort__rep2,tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l10-tsshort,4,8.38,eval-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1055,R1055__tslimv3__54nano-l__embminilm__nb8__v28e0l11__bm50__rerankoff__tsshort__rep2,tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l11-tsshort,4,8.86,eval-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep2-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R1056,R1056__tslimv3__54nano-l__embminilm__nb8__rep3,tslimv3-54n-l-nb8-minilm-rep3,3,26.61,locomo-tslimv3-54n-l-nb8-minilm-rep3.sqlite | locomo-tslimv3-54n-l-nb8-minilm-rep3.vec.sqlite | log-ingest-tslimv3-54n-l-nb8-minilm-rep3.out,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1057,R1057__tslimv3__54nano-l__embminilm__nb8__v28e0l10__bm50__rerankoff__tsshort__rep3,tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l10-tsshort,4,8.42,eval-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1058,R1058__tslimv3__54nano-l__embminilm__nb8__v28e0l11__bm50__rerankoff__tsshort__rep3,tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l11-tsshort,4,8.91,eval-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | log-search-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.out | search-tslimv3-54n-l-nb8-minilm-rep3-v28-e0-rnullbmfa50-l11-tsshort-seg.json,tslimv3,gpt-5.4-nano,all-MiniLM-L6-v2,8,28,0,11,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R1059,R1059__tslimv3__54nano-l__nb8__rep1,tslimv3-54n-l-nb8-rep1,5,75.48,locomo-tslimv3-54n-l-nb8-rep1.sqlite | locomo-tslimv3-54n-l-nb8-rep1.vec.sqlite | log-eval-tslimv3-54n-l-nb8-rep1.out | log-ingest-tslimv3-54n-l-nb8-rep1.out | log-search-tslimv3-54n-l-nb8-rep1.out,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1060,R1060__tslimv3__54nano-l__nb8__v160e0l40__bm50__rerankoff__rep1,tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40,8,53.84,eval-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-rawev-mini-mb-c14.json | eval-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-seg-mini-mb-c14.json | log-eval-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-rawev-mini-mb-c14.out | log-eval-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-seg-mini-mb-c14.out | log-search-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-rawev.out | log-search-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-seg.out | search-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-rawev.json | search-tslimv3-54n-l-nb8-rep1-v160-e0-rnullbmfa50-l40-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,160,0,40,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
R1061,R1061__tslimv3__54nano-l__nb8__v28e0l10__bm50__rerankoff__tsshort__rep1,tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort,8,6.36,eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-gpt5-mb-c14.json | eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-gpt5-mc-c14.json | eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mc-c14.json | log-eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-gpt5-mb-c14.out | log-eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-gpt5-mc.out | log-eval-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mc.out | search-tslimv3-54n-l-nb8-rep1-v28-e0-rnullbmfa50-l10-tsshort-seg.json,tslimv3,gpt-5.4-nano,text-embedding-3-small 1536d (default),8,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,1,,
